"","P_MASS_EST","P_SEMI_MAJOR_AXIS_EST","P_PERIOD","P_TEMP_EQUIL","S_RADIUS_EST","S_LUMINOSITY","P_HABITABLE"
"K2-209 b",-1.21461680209162,-0.527828712869224,-1.04033696851916,0.654073519375511,-0.248363167485142,-0.776034148034698,"non-habitable"
"K2-258 b",-0.334660958899575,-0.256339833056467,-0.00440093920492196,0.321140600352908,-0.06027941718964,0.536787022389471,"non-habitable"
"Kepler-1640 b",0.0155973168878282,-0.404477401665426,-0.474184995185391,0.839629316602367,-0.0226626671305398,0.681136254845719,"non-habitable"
"HD 35759 b",1.89318499419126,0.20989998657606,0.78234395827639,-0.477699173363161,-0.0491850150528344,0.419279905817256,"non-habitable"
"Kepler-127 d",-0.424962827302719,0.00903245720958607,0.495158790979518,-0.191949254824996,-0.0446057713316816,0.464084973875594,"non-habitable"
"Kepler-9 d",-0.742113402347394,-0.531518853569507,-1.13556189892016,1.28160381178253,-0.151186563165799,-0.13915879865136,"non-habitable"
"K2-157 b",-1.06351533000518,-0.573764481665037,-1.48990606354418,1.86476505896267,-0.195072771568083,-0.430048973685392,"non-habitable"
"HATS-68 b",1.39273897471865,-0.476137655359112,-0.820505792399106,1.31566097927704,0.0776486663603943,0.961048027346141,"non-habitable"
"Kepler-111 c",0.334457651469223,0.793148777471731,1.33209469166933,-1.11490810695827,-0.107300354763515,0.122441165180112,"non-habitable"
"HD 192310 b",-0.0752343154943553,0.0846654184181722,0.728531219193195,-0.934315985079387,-0.213151491362007,-0.58056905470971,"non-habitable"
"Kepler-11 e",-0.400423288148704,-0.15985785922931,0.269703033856532,-0.221013694473965,-0.138647646479432,-0.14093312468788,"non-habitable"
"rho CrB b",1.29428249523754,-0.10977430619086,0.387543436892304,-0.131331655896978,-0.0446057713316816,0.194083853179686,"non-habitable"
"Kepler-851 b",-0.725510705100924,-0.412130784368087,-0.417791846221065,0.248610292907066,-0.204476959082858,-0.462672248364826,"non-habitable"
"HD 108874 c",1.26907456922746,2.5906142462503,2.42243740854898,-2.24118912916957,-0.141782375651024,-0.180781496955325,"non-habitable"
"Kepler-32 c",0.950492796865219,-0.385905120673695,-0.403723996555466,-0.729082872586915,-0.304788292573792,-0.958004855755626,"non-habitable"
"Kepler-287 b",-0.512404420152249,-0.264911340597401,0.0289441718655746,0.0213058322442618,-0.148051833994207,-0.113753677374645,"non-habitable"
"Kepler-1097 b",-0.275144305599303,0.558224294851251,1.233111709856,-1.42969551120394,-0.223285334112408,-0.597438978190299,"non-habitable"
"K2-138 e",-0.267678501248595,-0.412954775064798,-0.432248381680247,0.229626310500976,-0.201342229911266,-0.477745507986151,"non-habitable"
"K2-246 b",-0.226569993897988,-0.454037790667052,-0.605427370734064,0.570294872243574,-0.176264396538533,-0.305488401909399,"non-habitable"
"Kepler-224 b",-0.83854715706217,-0.506050861146093,-0.877998912683683,0.504048038438531,-0.257767354999917,-0.737338730613659,"non-habitable"
"Kepler-1138 b",-0.7173118127625,-0.497747773871094,-0.872985627614807,0.830121875287985,-0.182533854881716,-0.33948258190892,"non-habitable"
"Kepler-242 b",-0.433928698840437,-0.419964011562993,-0.435688323971534,0.155863346640719,-0.204476959082858,-0.598517542778711,"non-habitable"
"Kepler-127 c",-0.421994453807851,-0.149595308635588,0.224250005118416,0.064900078744519,-0.0446057713316816,0.464084973875594,"non-habitable"
"Kepler-251 e",-0.392851839582029,0.236300641008282,0.885705703632557,-0.947398079679109,-0.191938042396491,-0.394245047927959,"non-habitable"
"Kepler-357 c",-0.419036093504034,-0.319171321074571,-0.0695085448730084,-0.216247971505704,-0.210746417426041,-0.611059758270717,"non-habitable"
"OGLE-TR-182 b",1.27841558366734,-0.475459365375746,-0.775099032079213,0.927525372541856,-0.113569813106699,0.0825258964720983,"non-habitable"
"Kepler-694 b",-0.384295684788929,-0.43941126170667,-0.558760821787286,0.52635129883326,-0.173129667366941,-0.257805537224114,"non-habitable"
"HD 8574 b",1.60474028562931,0.791752652869372,1.33748880178909,-0.961888554698234,-0.0383363129884983,0.465469073877687,"non-habitable"
"K2-219 c",-0.820347827373573,-0.431942334003519,-0.536575079839719,0.676143838380141,-0.0978961672487404,0.0596297021451419,"non-habitable"
"Kepler-929 b",-1.01455369406281,-0.552461998440623,-1.30123644097039,1.59962193373951,-0.151186563165799,-0.0983209717804248,"non-habitable"
"Kepler-644 b",-0.300513713573246,-0.481863000840322,-0.872546429760362,1.52162293061384,0.0964570413899445,1.41678625493023,"non-habitable"
"HD 38529 b",1.16783849300947,-0.298628793220926,-0.154585942376904,0.7244936603555,0.331561729259321,1.31627484678565,"non-habitable"
"HATS-70 b",2.47048388326563,-0.510032151169569,-1.07595985504648,2.01170618794665,0.118400145591086,2.22467951995706,"non-habitable"
